Date,Price,Open,High,Low
15-Jun-01,80.65,79.76,81.09,79
18-Jun-01,80.36,80.67,80.98,80.2
19-Jun-01,80.05,80.28,80.73,79.96
20-Jun-01,80.73,80.06,80.93,79.72
21-Jun-01,81.79,80.77,81.85,80.57
22-Jun-01,81.76,81.77,81.88,81.12
25-Jun-01,81.61,81.58,81.82,81.26
26-Jun-01,81.6,81.57,81.86,81.17
27-Jun-01,81.97,81.5,82.35,81.49
28-Jun-01,81.9,81.86,82.46,81.65
29-Jun-01,82.34,81.88,82.48,81.16
2-Jul-01,81.98,82.31,82.54,81.9
3-Jul-01,82.33,81.94,82.62,81.61
4-Jul-01,82.39,82.24,82.92,82.13
5-Jul-01,83.09,82.3,83.34,82.3
6-Jul-01,82.67,83.02,83.34,82.54
9-Jul-01,82.33,82.52,82.77,82.21
10-Jul-01,82.46,82.35,82.83,82.27
11-Jul-01,81.49,82.43,82.76,81.05
12-Jul-01,80.97,81.44,81.62,80.82
13-Jul-01,81.33,80.9,81.42,80.71
16-Jul-01,81.61,81.11,81.67,81.04
17-Jul-01,81.17,81.56,81.8,80.9
18-Jul-01,80.62,81.12,81.67,80.31
19-Jul-01,80.04,80.53,80.78,79.83
20-Jul-01,79.69,80.04,80.45,79.38
23-Jul-01,80.55,79.71,80.6,79.68
24-Jul-01,80.55,80.5,80.74,80.36
25-Jul-01,80.44,80.56,80.97,80.23
26-Jul-01,80.7,80.37,80.86,80.11
27-Jul-01,80.65,80.64,81.06,80.23
30-Jul-01,81.81,80.39,81.93,80.38
31-Jul-01,81.52,81.77,81.94,81.47
1-Aug-01,81.12,81.48,81.69,80.9
2-Aug-01,80.61,81.03,81.17,80.16
3-Aug-01,80.88,80.56,80.9,80.25
6-Aug-01,81.22,80.8,81.32,80.79
7-Aug-01,80.51,81.18,81.33,80.35
8-Aug-01,80.58,80.43,80.65,80.07
9-Aug-01,79.13,80.55,80.81,78.71
10-Aug-01,79.27,79.09,79.61,78.98
13-Aug-01,79.64,79.17,79.7,78.88
14-Aug-01,79.31,79.58,80.06,78.56
15-Aug-01,78.31,79.28,79.41,77.82
16-Aug-01,78.28,78.2,78.72,77.81
17-Aug-01,77.94,78.19,78.64,77.8
20-Aug-01,78.15,77.95,78.22,77.74
21-Aug-01,77.22,78.09,78.3,77.13
22-Aug-01,78.13,77.28,78.17,77.05
23-Aug-01,77.83,78.02,78.24,77.52
24-Aug-01,77.99,77.79,78.15,77.58
27-Aug-01,77.85,78.01,78.28,77.68
28-Aug-01,78.01,77.79,78.52,77.61
29-Aug-01,77.75,77.89,78.05,77.1
30-Aug-01,77.28,77.69,77.78,77.03
31-Aug-01,76.57,77.25,77.39,76.4
3-Sep-01,76.56,76.77,76.99,76.4
4-Sep-01,76.51,76.47,77.31,76.32
5-Sep-01,77.52,76.53,77.62,76.46
6-Sep-01,77.62,77.47,78.18,77.42
7-Sep-01,76.68,77.55,77.97,76.45
10-Sep-01,77.43,76.67,77.49,76.38
11-Sep-01,76.19,77.36,78.2,75.35
12-Sep-01,76.52,76.52,76.78,75.84
13-Sep-01,75.89,76.46,76.66,75.61
14-Sep-01,75.04,75.85,76.14,74.44
17-Sep-01,75.07,75.11,75.79,74.35
18-Sep-01,74.58,74.97,75.29,74.38
19-Sep-01,74.97,74.58,75.19,74.47
20-Sep-01,73.98,74.86,75.02,73.65
21-Sep-01,74.2,74,75,74
24-Sep-01,74.84,74.21,74.99,73.95
25-Sep-01,74.82,74.79,75.11,74.45
26-Sep-01,74.88,74.87,75.15,74.51
27-Sep-01,75.87,74.84,76.13,74.79
28-Sep-01,75.7,75.82,75.89,75.14
1-Oct-01,76.44,75.56,76.56,75.53
2-Oct-01,77.05,76.39,77.23,76.26
3-Oct-01,76.89,76.98,77.5,76.73
4-Oct-01,76.76,76.84,77.21,76.58
5-Oct-01,77.16,76.73,77.21,76.43
8-Oct-01,76.74,77.05,77.1,76.49
9-Oct-01,76.71,76.68,77.22,76.61
10-Oct-01,76.78,76.69,77.05,76.51
11-Oct-01,77.58,76.73,77.76,76.54
12-Oct-01,77.5,77.54,77.92,77.01
15-Oct-01,77.56,77.32,77.72,77.11
16-Oct-01,77.47,77.53,78.19,77.24
17-Oct-01,77.2,77.43,77.9,76.95
18-Oct-01,76.75,77.13,77.36,76.64
19-Oct-01,76.98,76.68,77.02,76.54
22-Oct-01,77.59,76.85,77.69,76.85
23-Oct-01,77.95,77.53,78.37,77.4
24-Oct-01,78,77.96,78.17,77.75
25-Oct-01,78.08,77.96,78.35,77.6
26-Oct-01,77.83,78.06,78.27,77.68
29-Oct-01,77.44,77.78,77.9,77.28
30-Oct-01,77.26,77.35,77.51,76.96
31-Oct-01,77.05,77.24,77.42,76.69
1-Nov-01,76.45,77.02,77.15,76.21
2-Nov-01,76.46,76.44,76.58,75.97
5-Nov-01,76.43,76.39,76.71,76.13
6-Nov-01,76.1,76.31,76.39,75.78
7-Nov-01,75.66,76.05,76.25,75.54
8-Nov-01,75.13,75.66,76.02,74.86
9-Nov-01,75.08,75.05,75.41,74.88
12-Nov-01,75.14,75.07,75.39,74.55
13-Nov-01,76.32,75.13,76.35,75.04
14-Nov-01,76.36,76.29,76.82,76.09
15-Nov-01,77.05,76.31,77.23,76.26
16-Nov-01,77.34,76.98,77.4,76.66
19-Nov-01,77.58,77.17,78.03,77.16
20-Nov-01,76.84,77.56,77.61,76.77
21-Nov-01,76.9,76.86,77.33,76.66
22-Nov-01,77.48,76.87,77.55,76.72
23-Nov-01,77.73,77.44,77.94,77.24
26-Nov-01,77.53,77.72,77.84,77.31
27-Nov-01,77.81,77.52,78.09,77.49
28-Nov-01,77.71,77.71,77.91,77.18
29-Nov-01,78.34,77.63,78.46,77.46
30-Nov-01,78.45,78.28,78.7,78.01
3-Dec-01,78.7,78.37,78.79,78.25
4-Dec-01,79.07,78.67,79.1,78.36
5-Dec-01,78.86,78.99,79.31,78.72
6-Dec-01,79.3,78.72,79.43,78.51
7-Dec-01,79.68,79.2,79.98,79.09
10-Dec-01,79.85,79.66,80.18,79.61
11-Dec-01,80.14,79.75,80.29,79.58
12-Dec-01,80.36,80.11,80.88,79.93
13-Dec-01,80.33,80.38,80.87,80.26
14-Dec-01,81.58,80.14,81.79,80.09
17-Dec-01,81.42,81.47,82.13,81.35
18-Dec-01,81.17,81.19,82.01,81.08
19-Dec-01,81.28,81.1,81.6,80.87
20-Dec-01,81.41,81.25,81.8,81.08
21-Dec-01,81.71,81.42,82.17,81.41
24-Dec-01,81.46,81.67,81.8,80.79
25-Dec-01,82.04,81.49,82.13,81.3
26-Dec-01,81.71,82.04,82.15,81.56
27-Dec-01,82.43,81.67,82.59,81.65
28-Dec-01,82.41,82.37,82.59,81.76
31-Dec-01,82.71,82.5,82.74,81.77
2-Jan-02,82.7,82.59,82.92,82.35
3-Jan-02,82.41,82.64,82.89,82.23
4-Jan-02,82.1,82.38,82.52,81.78
7-Jan-02,81.93,81.99,82.58,81.74
8-Jan-02,83.16,81.93,83.34,81.92
9-Jan-02,83.22,83.13,83.66,82.82
10-Jan-02,82.94,83.24,83.43,82.56
11-Jan-02,82.73,82.81,83.02,82.12
14-Jan-02,82.78,82.72,82.82,82.24
15-Jan-02,82.61,82.73,82.82,82.12
16-Jan-02,82.49,82.48,82.92,82.34
17-Jan-02,82.34,82.51,82.78,81.68
18-Jan-02,82.08,82.23,82.58,82.02
21-Jan-02,82.28,81.89,82.29,81.59
22-Jan-02,83.24,82.27,83.65,82.19
23-Jan-02,83.94,83.14,84,82.99
24-Jan-02,84.11,83.95,84.18,83.68
25-Jan-02,83.43,83.94,84.16,83.26
28-Jan-02,83.51,83.63,83.73,82.54
29-Jan-02,83.65,83.35,84.23,83.31
30-Jan-02,83.62,83.6,83.87,83.12
31-Jan-02,84.84,83.65,85.25,83.48
1-Feb-02,83.72,84.66,85,83.53
4-Feb-02,82.88,83.56,83.88,82.78
5-Feb-02,83.87,82.81,84.06,82.54
6-Feb-02,83.3,83.74,84.04,83.12
7-Feb-02,83.59,83.16,83.7,83.02
8-Feb-02,84.26,83.59,84.65,83.37
11-Feb-02,83.87,84.37,84.58,83.81
12-Feb-02,83.38,83.78,84.15,83.19
13-Feb-02,83.84,83.26,83.92,82.81
14-Feb-02,82.95,83.82,83.92,82.77
15-Feb-02,83.43,82.95,83.7,82.78
18-Feb-02,83.3,83.49,83.57,83.13
19-Feb-02,84.03,83.3,84.32,83.21
20-Feb-02,84.17,83.99,84.32,83.69
21-Feb-02,84.36,84.14,84.7,83.87
22-Feb-02,83.97,84.25,84.54,83.68
25-Feb-02,83.58,83.95,84.03,83.41
26-Feb-02,83.62,83.59,83.76,83.19
27-Feb-02,83.49,83.5,84.03,83.19
28-Feb-02,83.45,83.48,83.71,83.05
1-Mar-02,83.8,83.31,83.82,83.03
4-Mar-02,83.11,83.78,83.88,82.91
5-Mar-02,83.24,83.08,83.42,82.62
6-Mar-02,82.62,83.17,83.5,82.43
7-Mar-02,80.29,82.57,82.83,80
8-Mar-02,81.03,80.37,81.24,80.29
11-Mar-02,81.08,80.97,81.45,80.62
12-Mar-02,81.33,81.13,81.46,80.84
13-Mar-02,81.18,81.19,81.76,80.9
14-Mar-02,81.22,81.19,81.26,80.32
15-Mar-02,81.56,81.14,81.58,80.86
18-Mar-02,82.87,81.49,82.95,81.47
19-Mar-02,83.29,82.82,83.62,82.55
20-Mar-02,83.18,83.31,83.63,83.07
21-Mar-02,83.68,83.08,83.74,83.04
22-Mar-02,84.17,83.64,84.41,83.58
25-Mar-02,84.21,84.22,84.3,83.96
26-Mar-02,83.55,84.17,84.36,82.97
27-Mar-02,83.2,83.64,83.78,82.96
28-Mar-02,83.26,83.16,83.4,82.88
29-Mar-02,83.22,83.27,83.65,83.01
1-Apr-02,83.49,83.22,83.75,83.17
2-Apr-02,83.71,83.46,83.8,83.09
3-Apr-02,83.53,83.63,83.77,83.12
4-Apr-02,83.07,83.42,83.74,82.61
5-Apr-02,82.83,82.98,83.1,82.56
8-Apr-02,82.46,82.87,82.99,82.15
9-Apr-02,82.07,82.47,82.75,81.87
10-Apr-02,82.1,81.88,82.2,81.55
11-Apr-02,82.81,82.01,82.97,81.97
12-Apr-02,83.23,82.73,83.34,82.63
15-Apr-02,83.3,83.18,83.42,82.53
16-Apr-02,82.93,83.25,83.33,82.65
17-Apr-02,82.99,82.89,83.21,82.55
18-Apr-02,82.54,82.9,83.13,82.2
19-Apr-02,82.91,82.53,83.11,82.34
22-Apr-02,82.76,82.97,83.09,82.38
23-Apr-02,82.81,82.71,82.88,82.35
24-Apr-02,82.66,82.72,82.96,82.38
25-Apr-02,82.26,82.65,82.75,81.92
26-Apr-02,81.82,82.16,82.35,81.72
29-Apr-02,81.72,81.89,82.03,81.58
30-Apr-02,81.99,81.66,82.06,81.49
1-May-02,81.75,81.95,82.21,81.5
2-May-02,81.89,81.67,82.06,81.27
3-May-02,81.05,81.82,81.94,80.94
6-May-02,81.03,81.22,81.47,80.98
7-May-02,81.65,81.06,81.8,80.82
8-May-02,82.08,81.7,82.25,81.47
9-May-02,82,82.01,82.22,81.65
10-May-02,81.9,81.9,82.25,81.46
13-May-02,82.23,81.95,82.26,81.66
14-May-02,82.49,82.13,82.69,82.03
15-May-02,81.96,82.45,82.57,81.82
16-May-02,82.4,81.91,82.64,81.78
17-May-02,81.6,82.33,82.38,81.18
20-May-02,81.32,81.42,81.67,81.16
21-May-02,80.8,81.26,81.71,80.31
22-May-02,81.02,80.75,81.41,80.3
23-May-02,81.43,81.02,81.54,80.66
24-May-02,81.4,81.45,81.53,81.05
27-May-02,81.37,81.33,81.48,81.22
28-May-02,81.38,81.31,81.52,81.05
29-May-02,81.06,81.34,81.44,80.91
30-May-02,80.37,81.02,81.12,80.03
31-May-02,80.97,80.36,81.44,80.11
3-Jun-02,80.92,80.69,81.16,80.68
4-Jun-02,81.04,80.88,81.38,80.66
5-Jun-02,81.21,81.05,81.29,80.81
6-Jun-02,80.95,80.87,81.67,80.82
7-Jun-02,81.17,80.9,81.37,80.87
10-Jun-02,81.04,81.23,81.44,80.79
11-Jun-02,81.59,80.97,81.77,80.82
12-Jun-02,81.83,81.54,82,81.41
13-Jun-02,81.13,81.84,81.91,81.05
14-Jun-02,80.24,81.13,81.27,79.84
17-Jun-02,80.39,80.32,80.47,79.98
18-Jun-02,80.42,80.31,80.88,80.27
19-Jun-02,80.4,80.39,80.61,80.1
20-Jun-02,80.85,80.32,80.86,80.28
21-Jun-02,79.66,80.78,81.11,79.11
24-Jun-02,80.06,79.8,80.82,79.58
25-Jun-02,80.08,79.92,80.2,79.8
26-Jun-02,79,80.03,80.48,78.26
27-Jun-02,79.17,79.05,79.62,78.69
28-Jun-02,78.73,79.17,79.62,78.49
1-Jul-02,78.91,78.82,79.17,78.61
2-Jul-02,78.5,78.97,79.17,78.35
3-Jul-02,78.2,78.43,78.83,78.06
4-Jul-02,78.58,78.18,78.63,78.14
5-Jul-02,79.07,78.49,79.09,78.39
8-Jul-02,77.7,78.71,78.85,77.6
9-Jul-02,78.11,77.73,78.14,77.5
10-Jul-02,77.39,78.08,78.2,77.25
11-Jul-02,76.74,77.33,77.57,76.43
12-Jul-02,76.2,76.79,76.93,76.06
15-Jul-02,75.65,76.33,76.38,75.15
16-Jul-02,75.31,75.51,75.8,75.03
17-Jul-02,75.55,75.19,75.82,75.07
18-Jul-02,75.42,75.52,76.22,75.35
19-Jul-02,75.06,75.29,75.71,74.88
22-Jul-02,74.3,75.04,75.56,74.18
23-Jul-02,74.2,74.31,74.81,73.68
24-Jul-02,74.64,74.28,74.92,72.74
25-Jul-02,74.22,74.59,74.66,73.99
26-Jul-02,74.86,74.26,75.15,74.14
29-Jul-02,76.09,74.96,76.38,74.69
30-Jul-02,76.35,76.04,76.64,75.74
31-Jul-02,75.69,76.31,76.47,75.38
1-Aug-02,75,75.6,75.95,74.84
2-Aug-02,75.01,74.86,75.14,74.63
5-Aug-02,74.96,74.95,75.53,74.48
6-Aug-02,76.21,74.87,76.43,74.77
7-Aug-02,76.18,76.16,76.6,75.84
8-Aug-02,76.61,76.17,76.84,75.92
9-Aug-02,76.42,76.58,76.84,76.06
12-Aug-02,75.59,76.35,76.46,75.36
13-Aug-02,75.65,75.55,76.28,75.34
14-Aug-02,75.1,75.45,75.58,74.3
15-Aug-02,75.3,75.07,75.59,74.79
16-Aug-02,75.43,75.23,75.71,74.97
19-Aug-02,75.38,75.32,76.18,75.2
20-Aug-02,75.84,75.31,75.9,75.22
21-Aug-02,76.28,75.76,76.31,75.15
22-Aug-02,76.9,76.13,77.15,76.03
23-Aug-02,76.87,76.81,77.17,76.66
26-Aug-02,76.99,76.81,77.01,76.47
27-Aug-02,76.08,76.97,77.1,75.84
28-Aug-02,76.24,76.07,76.42,75.56
29-Aug-02,75.84,76.19,76.35,75.04
30-Aug-02,75.98,75.81,76.24,75.49
2-Sep-02,75.87,75.96,76.27,75.65
3-Sep-02,75.4,75.8,75.95,75.14
4-Sep-02,75.3,75.34,75.88,75.04
5-Sep-02,75.27,75.26,75.61,74.69
6-Sep-02,76.06,75.2,76.09,75
9-Sep-02,76.03,75.96,76.47,75.7
10-Sep-02,76.26,76,76.37,75.75
11-Sep-02,76.14,76.16,76.66,75.78
12-Sep-02,75.61,76.06,76.4,75.55
13-Sep-02,77,75.61,77.18,75.23
16-Sep-02,77.33,77.08,77.62,76.97
17-Sep-02,77.12,77.28,78.3,77.02
18-Sep-02,76.92,77.19,77.88,76.44
19-Sep-02,77.18,76.87,77.5,76.84
20-Sep-02,78.45,77.1,78.69,76.98
23-Sep-02,78.31,78.35,78.56,77.82
24-Sep-02,77.73,78.23,78.39,77.33
25-Sep-02,77.78,77.6,77.88,76.8
26-Sep-02,77.53,77.7,77.99,77.3
27-Sep-02,77.59,77.49,78.23,77.44
30-Sep-02,76.69,77.64,77.85,76.54
1-Oct-02,77.47,76.6,77.72,76.6
2-Oct-02,77.35,77.47,77.92,77.16
3-Oct-02,77.08,77.26,77.46,76.82
4-Oct-02,77.37,76.97,77.67,76.79
7-Oct-02,77.93,77.36,78.21,77.25
8-Oct-02,77.86,77.83,78.32,77.68
9-Oct-02,77.23,77.75,78,77.01
10-Oct-02,77.74,77.2,77.87,77
11-Oct-02,78.2,77.73,78.47,77.55
14-Oct-02,78.39,78.13,78.43,77.96
15-Oct-02,78.55,78.36,79.04,78.19
16-Oct-02,78.61,78.52,78.85,77.92
17-Oct-02,79.69,78.64,79.71,78.37
18-Oct-02,79.77,79.6,79.94,79.43
21-Oct-02,79.88,79.64,79.92,79.13
22-Oct-02,79.82,79.82,80.24,79.57
23-Oct-02,79.61,79.78,79.9,78.91
24-Oct-02,79.47,79.63,80,79.11
25-Oct-02,79.24,79.45,79.59,78.85
28-Oct-02,79.31,79.19,79.97,79.11
29-Oct-02,78.77,79.3,79.44,78.21
30-Oct-02,78.52,78.73,78.84,78.12
31-Oct-02,78.61,78.43,78.85,77.89
1-Nov-02,78.38,78.55,78.78,77.99
4-Nov-02,78.6,78.36,78.89,78.34
5-Nov-02,78.23,78.47,78.57,77.89
6-Nov-02,78.49,78.19,78.78,78.08
7-Nov-02,77.84,78.37,78.58,77.69
8-Nov-02,76.58,77.8,78.01,76.3
11-Nov-02,76.15,76.55,76.75,75.81
12-Nov-02,75.87,76.14,76.38,75.67
13-Nov-02,76.25,75.77,76.48,75.62
14-Nov-02,76.5,76.15,76.64,75.81
15-Nov-02,76.04,76.44,76.83,75.88
18-Nov-02,76.12,76.01,76.65,75.92
19-Nov-02,77.12,76.08,77.37,75.95
20-Nov-02,77.36,77.16,77.53,77.03
21-Nov-02,77.75,77.26,77.9,76.83
22-Nov-02,77.82,77.7,77.93,77.45
25-Nov-02,77.61,77.92,78.22,77.33
26-Nov-02,77.19,77.63,77.8,77.1
27-Nov-02,77.8,77.12,77.83,76.83
28-Nov-02,77.71,77.7,77.81,77.47
29-Nov-02,78.32,77.66,78.51,77.57
2-Dec-02,80.01,78.39,80.28,78.33
3-Dec-02,79.99,79.91,80.19,79.61
4-Dec-02,79.82,79.98,80.23,79.59
5-Dec-02,79.96,79.83,80.65,79.64
6-Dec-02,78.93,79.85,80.28,77.81
9-Dec-02,78.94,78.84,79.15,78.2
10-Dec-02,79.32,78.95,79.4,78.78
11-Dec-02,79.45,79.29,79.58,78.86
12-Dec-02,78.96,79.43,79.64,78.71
13-Dec-02,77.22,78.93,79.1,77.03
16-Dec-02,77.71,77.21,77.77,77.09
17-Dec-02,78.32,77.7,78.48,77.1
18-Dec-02,77.99,78.31,78.59,77.76
19-Dec-02,77.6,77.93,78.16,77.55
20-Dec-02,77.71,77.58,78.2,77.43
23-Dec-02,77.61,77.53,77.94,77.14
24-Dec-02,77.75,77.53,77.79,77.26
25-Dec-02,77.71,77.66,77.86,77.54
26-Dec-02,77,77.68,77.77,76.93
27-Dec-02,76.43,76.93,77.09,76.21
30-Dec-02,75.13,76.41,76.58,74.85
31-Dec-02,75.52,75.16,75.57,74.97
2-Jan-03,76.62,75.41,76.64,75.21
3-Jan-03,76.57,76.57,76.75,76.24
6-Jan-03,76.44,76.56,76.67,75.81
7-Jan-03,77.05,76.37,77.28,76.26
8-Jan-03,76.3,77.04,77.15,75.86
9-Jan-03,76.92,76.31,77.03,75.97
10-Jan-03,77.19,76.85,77.47,76.81
13-Jan-03,77.16,77.04,77.46,76.96
14-Jan-03,76.68,77.09,77.34,76.4
15-Jan-03,76.88,76.62,76.98,76.45
16-Jan-03,76.78,76.86,77.09,76.57
17-Jan-03,76.69,76.72,77.05,76.59
20-Jan-03,76.84,76.8,77.12,76.7
21-Jan-03,77.11,76.9,77.76,76.84
22-Jan-03,77.29,76.99,77.34,76.91
23-Jan-03,77.45,77.15,77.66,77.1
24-Jan-03,77.55,77.45,77.63,77.19
27-Jan-03,77.6,77.56,78.29,77.33
28-Jan-03,77.69,77.6,77.92,77.18
29-Jan-03,77.84,77.53,77.91,77.11
30-Jan-03,77.88,77.84,78.25,77.72
31-Jan-03,78.79,77.85,78.97,77.72
3-Feb-03,79.3,78.72,79.5,78.65
4-Feb-03,79.03,79.24,79.42,78.84
5-Feb-03,78.92,78.96,79.12,78.57
6-Feb-03,79.06,78.88,79.08,78.37
7-Feb-03,79.12,78.95,79.19,78.64
10-Feb-03,79.26,79.09,79.35,78.91
11-Feb-03,79.12,79.27,79.56,78.96
12-Feb-03,79.29,79.12,79.49,78.79
13-Feb-03,79.49,79.23,79.6,78.92
14-Feb-03,79,79.44,79.58,78.84
17-Feb-03,79,79.03,79.25,78.71
18-Feb-03,78.44,79.03,79.19,77.88
19-Feb-03,78.51,78.4,78.82,78.13
20-Feb-03,78.61,78.49,78.94,78.39
21-Feb-03,78.86,78.58,78.97,78.48
24-Feb-03,79.06,79.03,79.24,78.5
25-Feb-03,78.51,79.03,79.24,78.26
26-Feb-03,78.4,78.48,78.63,78.22
27-Feb-03,78.72,78.38,79.01,78.25
28-Feb-03,79.61,78.74,79.68,78.64
3-Mar-03,79.24,79.66,79.74,78.89
4-Mar-03,79.71,79.14,80.01,78.92
5-Mar-03,79.82,79.84,79.96,79.38
6-Mar-03,79.83,79.85,79.97,79.5
7-Mar-03,79.83,79.77,80.06,79.32
10-Mar-03,79.78,79.78,79.92,79.41
11-Mar-03,79.58,79.78,80.18,79.28
12-Mar-03,79.52,79.55,79.8,79.13
13-Mar-03,79.92,79.44,80.03,79.33
14-Mar-03,80.25,79.77,80.46,79.47
17-Mar-03,80.08,80.16,80.31,79.69
18-Mar-03,80.65,80.08,80.69,79.83
19-Mar-03,81.24,80.6,81.4,80.03
20-Mar-03,81.21,81.2,81.34,80.6
21-Mar-03,81.28,81.11,81.78,81.01
24-Mar-03,81.62,81.12,81.71,80.83
25-Mar-03,81.4,81.54,81.67,80.72
26-Mar-03,81.71,81.37,82.04,81.1
27-Mar-03,82.01,81.62,82.07,81.46
28-Mar-03,81.41,81.93,82.3,81.19
31-Mar-03,80.34,81.41,81.74,80.15
1-Apr-03,80.09,80.36,80.81,79.96
2-Apr-03,80.92,80.06,81.03,79.75
3-Apr-03,81.07,80.94,81.27,80.55
4-Apr-03,81.49,80.92,81.57,80.73
7-Apr-03,81.06,80.96,81.76,80.65
8-Apr-03,81.66,81.63,82.04,80.66
9-Apr-03,81.87,81.52,82.18,81.43
10-Apr-03,82.31,81.85,82.39,81.48
11-Apr-03,82.99,82.23,83.23,82.1
14-Apr-03,82.77,82.92,83.15,82.56
15-Apr-03,83.05,82.71,83.09,82.41
16-Apr-03,82.16,82.99,83.26,81.88
17-Apr-03,82.48,82.1,82.54,81.84
18-Apr-03,82.62,82.36,82.72,82.33
21-Apr-03,82.84,82.44,82.99,82.37
22-Apr-03,82.9,82.82,82.98,82.31
23-Apr-03,82.94,82.83,83.24,82.66
24-Apr-03,82.39,82.84,83.02,81.83
25-Apr-03,83.1,82.45,83.36,82.21
28-Apr-03,83.17,82.99,83.34,82.84
29-Apr-03,83.06,83.17,83.32,82.63
30-Apr-03,82.97,83.03,83.28,82.63
1-May-03,83.54,83.08,83.62,82.97
2-May-03,83.85,83.51,83.97,83.36
5-May-03,84.06,83.87,84.2,83.65
6-May-03,84.4,83.96,84.6,83.61
7-May-03,83.32,84.31,85.08,82.88
8-May-03,83.89,83.04,84.1,82.45
9-May-03,84.27,83.91,84.56,83.6
12-May-03,84.17,84.23,84.43,83.78
13-May-03,84.3,84.18,84.49,83.67
14-May-03,84.68,84.22,84.7,83.61
15-May-03,84.37,84.54,84.63,83.83
16-May-03,85.02,84.4,85.1,83.9
19-May-03,85.98,85.21,86.23,84.76
20-May-03,86.58,85.91,86.92,85.69
21-May-03,86.94,86.49,87.08,86.29
22-May-03,85.34,87.04,87.2,84.98
23-May-03,85.12,85.3,85.79,84.46
26-May-03,85.15,84.62,85.19,84.62
27-May-03,85.22,85.14,85.51,84.53
28-May-03,85.64,85.14,85.88,85
29-May-03,86.24,85.65,86.46,85.32
30-May-03,87.28,86.33,87.41,86.25
2-Jun-03,86.65,87.14,87.35,85.96
3-Jun-03,87.38,86.69,87.41,86.12
4-Jun-03,87.38,87.3,87.9,86.93
5-Jun-03,87.68,87.26,87.87,86.75
6-Jun-03,87.36,87.61,87.97,86.96
9-Jun-03,87.09,87.31,87.37,86.38
10-Jun-03,86.36,86.99,87.19,86.03
11-Jun-03,87.16,86.32,87.27,86.16
12-Jun-03,87.32,87.11,87.36,86.85
13-Jun-03,88.03,87.19,88.11,87.07
16-Jun-03,87.56,87.92,88.38,87.43
17-Jun-03,88.33,87.51,88.45,87.49
18-Jun-03,88.22,88.22,88.97,87.98
19-Jun-03,88.05,88.18,88.75,87.66
20-Jun-03,86.96,88.01,88.22,86.83
23-Jun-03,86.7,87.13,87.25,86.22
24-Jun-03,86.67,86.73,87.12,86.36
25-Jun-03,87.55,86.65,87.81,86.36
26-Jun-03,87.99,87.48,88.36,87.35
27-Jun-03,88.72,87.91,88.96,87.82
30-Jun-03,88.93,88.84,89.03,88
1-Jul-03,88.26,88.87,89.24,88.11
2-Jul-03,88.31,88.23,88.87,87.96
3-Jul-03,88.4,88.27,88.77,87.93
4-Jul-03,88.11,88.37,88.52,87.94
7-Jul-03,87.69,88.05,88.31,87.18
8-Jul-03,86.61,87.63,87.85,86.2
9-Jul-03,85.75,86.6,86.93,85.44
10-Jul-03,85.06,85.68,85.86,84.7
11-Jul-03,85.62,85.02,85.74,84.88
14-Jul-03,85.7,85.55,85.78,84.92
15-Jul-03,84.8,85.67,85.75,83.65
16-Jul-03,85.02,84.68,85.39,84.52
17-Jul-03,85.01,84.9,85.53,84.69
18-Jul-03,84.2,84.96,85.26,83.75
21-Jul-03,84.28,84.25,84.53,83.9
22-Jul-03,84.14,84.18,85.09,83.98
23-Jul-03,85.02,84.02,85.23,83.67
24-Jul-03,85.3,84.99,85.51,84.82
25-Jul-03,85.95,85.32,86.27,85.2
28-Jul-03,86.19,85.98,86.69,85.97
29-Jul-03,86.46,86.22,86.65,86.08
30-Jul-03,85.8,86.34,86.42,85.68
31-Jul-03,85.79,85.77,85.96,85.17
1-Aug-03,85.87,85.73,86.52,85.36
4-Aug-03,85.75,85.67,85.77,85.67
5-Aug-03,85.69,85.67,85.86,85.21
6-Aug-03,85.65,85.63,85.94,85.37
7-Aug-03,85.43,85.61,85.66,85.08
8-Aug-03,85.6,85.43,85.66,85.04
11-Aug-03,85.86,85.52,86.26,84.67
12-Aug-03,85.73,85.82,86.07,85.41
13-Aug-03,86.34,85.63,86.52,85.46
14-Aug-03,85.47,86.32,86.68,85.2
15-Aug-03,85.95,85.4,86.13,85.15
18-Aug-03,85.82,85.88,86.23,85.58
19-Aug-03,84.81,85.78,85.92,84.47
20-Aug-03,84.26,84.8,85.14,83.69
21-Aug-03,83.72,84.18,84.29,83.39
22-Aug-03,83.87,83.69,83.98,82.93
25-Aug-03,83.75,83.86,84.19,83.5
26-Aug-03,84.14,83.74,84.43,83.41
27-Aug-03,83.74,84.07,84.36,83.53
28-Aug-03,84.17,83.69,84.22,83.3
29-Aug-03,84.33,84.17,84.45,83.01
1-Sep-03,84.59,84.25,84.7,84.01
2-Sep-03,83.53,84.46,84.84,83.28
3-Sep-03,84.03,83.45,84.21,83.04
4-Sep-03,85.05,83.93,85.37,83.76
5-Sep-03,85.24,85.07,85.47,84.92
8-Sep-03,85.06,84.98,85.1,84.95
9-Sep-03,85.46,84.98,85.73,84.66
10-Sep-03,85.59,85.44,85.84,85.11
11-Sep-03,85.48,85.51,85.79,84.75
12-Sep-03,85.99,85.38,86.22,85.1
15-Sep-03,85.94,85.93,86.21,85.62
16-Sep-03,84.89,85.89,85.97,84.63
17-Sep-03,84.95,84.86,85.32,84.46
18-Sep-03,84.6,84.89,85.05,84.13
